mol,apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,result_1
Brc1ccccc1C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,55.640308,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,1,22,0,0,13,0,4,1,0,1.2738311,-2.3062394,-0.64282042,0.67148519,2.3748305,-2.2655468,-0.46107927,0.87613434,2.4912345,-1.9387027,-0.42132837,0.95083582,2.7316518,19.759691,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,16.142054,11.928204,14.258784,13.720346,9.5125828,6.7320509,9.6161566,0.85387576,13,-0.78327012,-0.42267886,0.065280125,2.5329323,-0.91770691,-0.24415487,0.21720728,2.6746197,-0.40083584,-0.18751808,0.3086006,2.8665783,19.933594,8.6257086,3.8797061,14.183229,6.0537271,2.696348,3.0664787,5,1,1,1,5.4749999,-7.5980601,11.057439,0,1,27,0,5,2,2,4.0910001,-4.092,1.6988059,-1.6988059,0.17453212,0.15519261,13.368838,73.491829,15.318564,0,0,12.949531,0,92.644463,98.03923,18.842079,0,5.6825762,13.703812,0,0.9060114,0.66536319,0.056349076,0.093988582,0.33463681,0.037639506,311.70502,228.91217,19.386389,32.335918,115.12876,12.949531,0.46153846,0.85714287,4.0910001,-4.092,0.16988511,0.15371457,0.83410251,0.66536319,0.08373256,0.16589749,0.33463681,0.082164921,286.96539,228.91217,28.807428,57.075523,115.12876,28.268095,7,0,5,0.16988511,0.15371457,1,5.9702001,0,26.026281,0,0,33.418941,55.923397,0,214.47496,0,51.46759,11.29522,23.862217,50.111546,3.0551045,12.313473,26.280993,211.71822,8.0155315,45.954094,66.18,0.40790597,6,3.4496708,9.3326559,344.04092,502.73941,38.091576,5.6825762,269.00281,19.649082,43.774151,429.27698,2006,49,156,1
Clc1ccccc1C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,54.770309,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,1,0,13,0,4,1,0,1.2738311,-2.3062367,-0.64577121,0.66973323,2.3748469,-2.2655449,-0.46269995,0.86194319,2.4912329,-1.9387035,-0.42916378,0.90923136,2.7316415,18.88969,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,15.311986,11.928204,14.258784,13.720346,9.0975485,6.7320509,9.6161566,0.78582782,13,-0.78326881,-0.42450044,0.064441718,2.5332456,-0.91770697,-0.24414347,0.21570997,2.6739428,-0.40051603,-0.18759775,0.28173944,2.8649778,19.933594,8.6257086,3.8797061,13.626352,5.806016,2.5828235,2.8255293,5,1,1,1,5.2690001,-7.24196,10.807704,0,1,27,0,5,2,2,4.1570001,-4.158,1.7269543,-1.7269543,0.17188384,0.152656,11.116631,78.011574,15.318564,0,0,12.949531,0,49.019615,127.62118,18.842079,0,5.6825762,13.703812,0,0.90268052,0.64667928,0.058346067,0.097319506,0.35332069,0.038973436,299.92963,214.86926,19.386389,32.335918,117.39629,12.949531,0.46153846,0.85714287,4.1570001,-4.158,0.16718787,0.15127465,0.82822317,0.64667928,0.086700007,0.17177683,0.35332069,0.085076816,275.19003,214.86926,28.807428,57.075523,117.39629,28.268095,7,0,5,0.16718787,0.15127465,1,5.8611002,0,26.026281,0,0,33.418941,52.868294,3.5006065,214.47496,0,44.66214,11.02622,23.862217,50.111546,0,15.814079,26.280993,211.71822,8.0155315,39.148643,66.18,0.40790597,6,3.4496708,9.3326559,332.26556,489.70779,38.091576,5.6825762,257.22745,19.649082,43.774151,384.82599,2006,49,156,1
Ic1ccc(cc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,57.940308,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,0,0,13,1,4,1,0,1.2505091,-2.3062451,-0.63280118,0.68038762,2.3747916,-2.2655585,-0.51343828,0.86368507,2.4911876,-1.9387112,-0.47381625,0.99592978,2.731642,22.05969,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,16.713554,11.928204,14.258784,13.70351,9.7923508,6.7260675,9.5993195,0.94066888,14,-0.78327113,-0.41825157,0.075075299,2.5325298,-0.91770732,-0.25950542,0.2266486,2.6712716,-0.40028372,-0.20695038,0.32489467,2.8684099,19.933594,8.6257086,4,14.676207,6.2732458,2.8837523,3.2881234,5,1,1,1,5.869,-7.4991899,11.642747,0,1,27,0,5,2,3,4.0609999,-4.0619998,1.6687214,-1.6687214,0.17704411,0.15801309,16.365265,71.283287,15.318564,0,0,12.949531,0,120.51944,73.529427,18.842079,0,5.6825762,13.703812,0,0.90713245,0.66709173,0.055676978,0.092867546,0.33290824,0.037190568,315.85806,232.27733,19.386389,32.335918,115.91664,12.949531,0.5,1,4.0609999,-4.0619998,0.17114012,0.15484983,0.83608127,0.66709173,0.082733847,0.16391875,0.33290824,0.081184909,291.11844,232.27733,28.807428,57.075523,115.91664,28.268095,7,0,5,0.17114012,0.15484983,1,5.8123002,0,26.026281,1.6596429,0,33.418941,52.868294,0,214.47496,0,62.295502,11.79692,23.862217,50.111546,1.6596429,12.313473,26.280993,211.71822,8.0155315,56.782009,66.18,0.40790597,6,3.512464,9.3234138,348.19397,506.31738,38.091576,5.6825762,273.15585,19.649082,43.774151,476.27698,2048,48,156,1
Fc1ccc(cc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,53.147308,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,0,1,13,0,4,1,0,1.2505091,-2.3062403,-0.63036168,0.6830923,2.3748112,-2.2655599,-0.5134533,0.7969439,2.4911802,-1.9387306,-0.47393644,0.84766597,2.7316177,19.672691,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,14.556057,11.928204,14.258784,13.70351,8.7136011,6.7260675,9.5993195,0.77243769,14,-0.78326756,-0.43094566,0.07665997,2.5335402,-0.91770738,-0.25967312,0.21413372,2.6691265,-0.40412161,-0.20708942,0.18906972,2.862349,19.933594,8.6257086,4,12.770766,5.4260082,2.4835463,2.4747956,5,1,1,1,4.8319998,-6.80265,10.372838,0,1,27,0,5,2,2,4.1700001,-4.171,1.7826147,-1.7826147,0.16573335,0.14791745,13.325171,71.283287,24.339409,0,0,12.949531,0,73.529427,73.529427,18.842079,0,17.591211,13.703812,0,0.86134291,0.61798829,0.098074824,0.13865709,0.38201171,0.040582266,274.84879,197.19595,31.295023,44.244556,121.8974,12.949531,0.5,1,4.1700001,-4.171,0.16666667,0.15080316,0.82113218,0.61798829,0.090278998,0.17886779,0.38201171,0.088588797,262.01782,197.19595,28.807428,57.075523,121.8974,28.268095,7,0,5,0.16666667,0.15080316,1,5.3467999,0,26.026281,9.1210184,0,33.418941,52.868294,0,214.47496,0,20.473608,10.52102,23.862217,65.071655,9.1210184,12.313473,26.280993,211.71822,8.0155315,0,66.18,0.40790597,6,3.512464,9.3234138,319.09335,476.8941,38.091576,5.6825762,244.05524,19.649082,43.774151,368.371,2048,48,156,0
Ic1cc(ccc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,57.940308,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,0,0,13,1,4,1,0,1.2617054,-2.3062439,-0.64295846,0.67248327,2.3747978,-2.2655592,-0.48787913,0.92680174,2.4911883,-1.9387077,-0.44394135,1.0517613,2.7316546,22.05969,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,16.713554,11.928204,14.258784,13.70351,9.7923508,6.7260675,9.5993195,0.94066888,13,-0.78327084,-0.4227404,0.069703341,2.5326104,-0.91770762,-0.25168911,0.23004498,2.671654,-0.40032932,-0.19642152,0.32952803,2.869648,19.933594,8.6257086,4,14.676207,6.2732458,2.8837523,3.2881234,5,1,1,1,5.9060001,-7.4991899,11.642747,0,1,27,0,5,2,3,4.0609999,-4.0619998,1.6703049,-1.6703049,0.17689449,0.15786304,16.365265,71.283287,15.318564,0,0,12.949531,0,108.26453,85.784325,18.842079,0,5.6825762,13.703812,0,0.90713245,0.66709173,0.055676978,0.092867546,0.33290824,0.037190568,315.85806,232.27733,19.386389,32.335918,115.91664,12.949531,0.46153846,0.85714287,4.0609999,-4.0619998,0.17114012,0.15484983,0.83608127,0.66709173,0.082733847,0.16391875,0.33290824,0.081184909,291.11844,232.27733,28.807428,57.075523,115.91664,28.268095,7,0,5,0.17114012,0.15484983,1,5.8123002,0,26.026281,1.6596429,0,33.418941,52.868294,0,214.47496,0,62.295502,11.79692,23.862217,50.111546,1.6596429,12.313473,26.280993,211.71822,8.0155315,56.782009,66.18,0.40790597,6,3.4765425,9.3288279,348.19397,506.31738,38.091576,5.6825762,273.15585,19.649082,43.774151,476.27698,2027,48,156,0
Fc1cc(ccc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,53.147308,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,0,1,13,0,4,1,0,1.2617054,-2.3062377,-0.66457635,0.66780597,2.3748293,-2.2655613,-0.49869388,0.83611184,2.4911783,-1.9387307,-0.47373691,0.84765768,2.7316175,19.672691,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,14.556057,11.928204,14.258784,13.70351,8.7136011,6.7260675,9.5993195,0.77243769,13,-0.7832669,-0.4425292,0.069849081,2.5337648,-0.91770762,-0.25447723,0.22980078,2.6691029,-0.40384144,-0.20696516,0.18921524,2.8623383,19.933594,8.6257086,4,12.770766,5.4260082,2.4835463,2.4747956,5,1,1,1,4.869,-6.80265,10.372838,0,1,27,0,5,2,2,4.1700001,-4.171,1.7858257,-1.7858257,0.16548313,0.14765081,13.325171,71.283287,24.339409,0,0,12.949531,0,61.274521,85.784325,18.842079,0,17.591211,13.703812,0,0.86134291,0.61798829,0.098074824,0.13865709,0.38201171,0.040582266,274.84879,197.19595,31.295023,44.244556,121.8974,12.949531,0.46153846,0.85714287,4.1700001,-4.171,0.16666667,0.15080316,0.82113218,0.61798829,0.090278998,0.17886779,0.38201171,0.088588797,262.01782,197.19595,28.807428,57.075523,121.8974,28.268095,7,0,5,0.16666667,0.15080316,1,5.3467999,0,26.026281,9.1210184,0,33.418941,52.868294,0,214.47496,0,20.473608,10.52102,23.862217,65.071655,9.1210184,12.313473,26.280993,211.71822,8.0155315,0,66.18,0.40790597,6,3.4765425,9.3288279,319.09335,476.8941,38.091576,5.6825762,244.05524,19.649082,43.774151,368.371,2027,48,156,0
Clc1ccc(cc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,54.770309,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,1,0,13,0,4,1,0,1.2505091,-2.3062437,-0.63213819,0.68101943,2.3747959,-2.2655542,-0.5134353,0.8364315,2.4912009,-1.9387159,-0.47382826,0.86882645,2.7316236,18.88969,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,15.311986,11.928204,14.258784,13.70351,9.0915661,6.7260675,9.5993195,0.78582782,14,-0.78326994,-0.41779086,0.075444721,2.5327632,-0.91770732,-0.25930992,0.22626014,2.6723168,-0.4002229,-0.20695294,0.29567161,2.8639896,19.933594,8.6257086,4,13.626352,5.806016,2.6629064,2.8255293,5,1,1,1,5.2709999,-7.24196,10.803966,0,1,27,0,5,2,2,4.1570001,-4.158,1.6972079,-1.6972079,0.17407273,0.15536094,17.844917,71.283287,15.318564,0,0,12.949531,0,73.529427,103.11137,18.842079,0,5.6825762,13.703812,0,0.90268052,0.64667928,0.058346067,0.097319506,0.35332069,0.038973436,299.92963,214.86926,19.386389,32.335918,117.39629,12.949531,0.5,1,4.1570001,-4.158,0.16718787,0.15127465,0.82822317,0.64667928,0.086700007,0.17177683,0.35332069,0.085076816,275.19003,214.86926,28.807428,57.075523,117.39629,28.268095,7,0,5,0.16718787,0.15127465,1,5.8611002,0,26.026281,0,0,33.418941,52.868294,3.5006065,214.47496,0,44.66214,11.02622,23.862217,50.111546,0,15.814079,26.280993,211.71822,8.0155315,39.148643,66.18,0.40790597,6,3.512464,9.3234138,332.26556,489.70779,38.091576,5.6825762,257.22745,19.649082,43.774151,384.82599,2048,48,156,0
Clc1cc(ccc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,54.770309,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,0,22,1,0,13,0,4,1,0,1.2617054,-2.3062422,-0.64724422,0.67088139,2.374805,-2.2655525,-0.48536634,0.90828758,2.4912066,-1.9387133,-0.44901603,0.93703812,2.7316265,18.88969,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,15.311986,11.928204,14.258784,13.70351,9.0915661,6.7260675,9.5993195,0.78582782,13,-0.78326952,-0.42540058,0.069554709,2.5328767,-0.91770738,-0.24972777,0.23012426,2.6728585,-0.40025499,-0.19678086,0.32916671,2.8643146,19.933594,8.6257086,4,13.626352,5.806016,2.6629064,2.8255293,5,1,1,1,5.3080001,-7.24196,10.803966,0,1,27,0,5,2,2,4.1570001,-4.158,1.6991665,-1.6991665,0.17389737,0.1551815,17.844917,71.283287,15.318564,0,0,12.949531,0,61.274521,115.36627,18.842079,0,5.6825762,13.703812,0,0.90268052,0.64667928,0.058346067,0.097319506,0.35332069,0.038973436,299.92963,214.86926,19.386389,32.335918,117.39629,12.949531,0.46153846,0.85714287,4.1570001,-4.158,0.16718787,0.15127465,0.82822317,0.64667928,0.086700007,0.17177683,0.35332069,0.085076816,275.19003,214.86926,28.807428,57.075523,117.39629,28.268095,7,0,5,0.16718787,0.15127465,1,5.8611002,0,26.026281,0,0,33.418941,52.868294,3.5006065,214.47496,0,44.66214,11.02622,23.862217,50.111546,0,15.814079,26.280993,211.71822,8.0155315,39.148643,66.18,0.40790597,6,3.4765425,9.3288279,332.26556,489.70779,38.091576,5.6825762,257.22745,19.649082,43.774151,384.82599,2027,48,156,0
Brc1cc(ccc1)C(=O)N=NC=1c2c(C3=Nc4c(NC=13)cccc4)cccc2,55.640308,3,3,4,18,41,1,5,28,21,65.446419,1.5962541,0,1,22,0,0,13,0,4,1,0,1.2617054,-2.3062437,-0.64361334,0.67219675,2.374799,-2.2655532,-0.48447987,0.92645752,2.4912074,-1.9387127,-0.44624281,1.0140367,2.7316303,19.759691,3,0.09375,18,45,4,32,1,3,0.09375,23,0,19.087212,16.142054,11.928204,14.258784,13.70351,9.5065994,6.7260675,9.5993195,0.85387576,13,-0.7832706,-0.42311293,0.069662504,2.5326531,-0.91770738,-0.24988088,0.23014657,2.6733747,-0.40033862,-0.19666585,0.32950363,2.8655074,19.933594,8.6257086,4,14.183229,6.0537271,2.7799506,3.0664787,5,1,1,1,5.5139999,-7.5980601,11.0537,0,1,27,0,5,2,2,4.0910001,-4.092,1.6750109,-1.6750109,0.17639874,0.15741949,15.577378,71.283287,15.318564,0,0,12.949531,0,61.274521,129.40918,18.842079,0,5.6825762,13.703812,0,0.9060114,0.66536319,0.056349076,0.093988582,0.33463681,0.037639506,311.70502,228.91217,19.386389,32.335918,115.12876,12.949531,0.46153846,0.85714287,4.0910001,-4.092,0.16988511,0.15371457,0.83410251,0.66536319,0.08373256,0.16589749,0.33463681,0.082164921,286.96539,228.91217,28.807428,57.075523,115.12876,28.268095,7,0,5,0.16988511,0.15371457,1,5.9702001,0,26.026281,0,0,33.418941,55.923397,0,214.47496,0,51.46759,11.29522,23.862217,50.111546,3.0551045,12.313473,26.280993,211.71822,8.0155315,45.954094,66.18,0.40790597,6,3.4765425,9.3288279,344.04092,502.73941,38.091576,5.6825762,269.00281,19.649082,43.774151,429.27698,2027,48,156,0
Oc1cc(ccc1O)\C=C\c1ccc(N)cc1,36.01231,0,0,2,12,30,3,5,17,14,43.798031,1.4599345,0,0,14,0,0,13,0,1,2,0,1.6601344,-2.2620134,-0.7409845,0.78484786,2.202781,-2.3264437,-0.62900186,0.84893227,2.435925,-1.9085081,-0.56592715,0.95898896,2.5568278,13.551691,2,0.11111111,12,31,1,18,2,2,0.11111111,18,0,12.250712,9.1679296,7.6961522,9.2507124,8.1478672,5.2059736,4.4700847,6.4158163,0.71350521,11,-0.81306767,-0.44083619,0.14116365,2.2662683,-1.3342755,-0.28167751,0.17923598,2.4649189,-0.43244436,-0.22831127,0.27710563,2.5899897,13.432098,6.25,4,9.0930996,4.1168995,2.5775559,2.202081,3,4,1,0,3.257,-3.2560401,6.7077827,1,1,13,1,2,2,0,3.3699999,-3.3699999,1.4685841,-1.4685841,0.14804856,0.24327815,6.6995511,38.388474,34.155064,0,20.648346,0,0,53.436695,61.274521,0,0,0,0,22.186199,0.81910235,0.57814133,0.093696132,0.18089764,0.4218587,0.087201513,193.9543,136.89742,22.186199,42.834545,99.891434,20.648346,0.45454547,0.83333331,3.3699999,-3.3699999,0.13353115,0.26706231,0.7463032,0.55948722,0.093696132,0.2536968,0.44051278,0.16000065,176.71628,132.48033,22.186199,60.072571,104.30852,37.886372,6,0,2,0.13353115,0.26706231,0,2.8504,83.667641,0,0,0,6.37115,0,0,123.50229,35.286369,13.243604,6.9554,0,50.770454,0,16.858006,2.7567475,156.39948,35.286369,0,66.480003,0.54234898,5.1699252,3.1961162,7.8285284,236.78885,318.51627,0,17.742489,170.31012,0,44.876331,227.263,590,22,84,0
Oc1cc(cc(O)c1)\C=C\c1ccc(N)cc1,36.01231,0,0,2,12,30,3,5,17,14,43.798031,1.4599345,0,0,14,0,0,13,0,1,2,0,1.6830695,-2.262099,-0.84075505,0.86081117,2.2027929,-2.3264427,-0.70124376,0.89774859,2.430423,-1.9085962,-0.63992727,1.0499687,2.5571961,13.551691,2,0.11111111,12,31,1,18,2,2,0.11111111,18,0,12.250712,9.1679296,7.6961522,9.2507124,8.1310301,5.1999903,4.4641018,6.3989797,0.71350521,10,-0.81306595,-0.4737455,0.16634792,2.2679443,-1.3342756,-0.29945526,0.18428802,2.4667435,-0.43065318,-0.23747455,0.31698623,2.5917876,13.432098,6.25,4.3017831,9.0930996,4.1168995,2.7720218,2.202081,3,4,1,0,3.3329999,-3.2560401,6.7040443,1,1,13,1,2,2,0,3.3699999,-3.3699999,1.4194429,-1.4194429,0.15309873,0.25343144,6.6995511,55.305511,17.238026,0,20.648346,0,0,65.691597,49.019615,0,0,0,0,22.186199,0.81910235,0.57814133,0.093696132,0.18089764,0.4218587,0.087201513,193.9543,136.89742,22.186199,42.834545,99.891434,20.648346,0.5,1,3.3699999,-3.3699999,0.13353115,0.26706231,0.7463032,0.55948722,0.093696132,0.2536968,0.44051278,0.16000065,176.71628,132.48033,22.186199,60.072571,104.30852,37.886372,5,0,2,0.13353115,0.26706231,0,2.8504,83.667641,0,0,0,6.37115,0,0,123.50229,35.286369,13.243604,6.9554,0,50.770454,0,16.858006,2.7567475,156.39948,35.286369,0,66.480003,0.54234898,5.1699252,3.1518939,7.8374891,236.78885,318.51627,0,17.742489,170.31012,0,44.876331,227.263,582,21,84,0
s1cc(nc1N\N=C\c1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C)-c1ccc(OC)cc1,72.474586,3,4,4,17,62,2,6,31,24,92.72879,1.4956257,0,0,25,0,0,31,0,3,2,1,1.455201,-2.6538239,-0.4391208,0.4923608,2.610364,-2.5564797,-0.3361294,0.58151478,2.720154,-2.3902559,-0.2458743,0.69479644,2.8817885,40.065418,5,0.15151516,17,64,1,33,4,7,0.21212122,46,0,22.81119,20.093435,16.618803,18.275656,14.485532,11.137896,7.8034182,9.659833,0.70859575,16,-0.79371113,-0.35657728,-0.065531448,2.7781894,-0.91392303,-0.2336942,0.031654269,2.9084916,-0.52642059,-0.15633294,0.11344599,3.0539815,25.619835,10.508121,6.7566791,20.679493,8.4177313,5.3825817,5.615304,5,2,1,1,9.4200001,-7.9741502,12.866813,0,1,18,1,3,7,1,3.7709999,-3.7720001,2.055546,-2.055546,0.10573184,0.17477253,118.52052,83.702461,0,28.379631,10.324173,0,0,57.853775,151.22684,0,3.8753545,15.103616,0,10.271297,0.92551172,0.49729174,0.052946284,0.07448829,0.50270826,0.021542009,443.55859,238.33089,25.374912,35.699085,240.92679,10.324173,0.5,1,3.7709999,-3.7720001,0.12251392,0.14978792,0.784868,0.29459801,0.061032444,0.21513198,0.70540202,0.15409954,376.15402,141.18835,29.250267,103.10365,338.06931,73.853386,8,0,3,0.12251392,0.14978792,1,6.5653,36.385113,34.673759,17.214357,0,9.5567245,52.046875,0,127.61744,0,242.22137,13.08255,0,69.833649,0,20.043581,24.331297,121.67512,0,283.832,66.739998,0.36097246,6.044394,3.8486631,9.5833206,479.25766,617.57074,17.607372,9.4210396,376.95602,33.466129,40.595333,437.608,3095,48,164,0
Clc1ccc(cc1)-c1nc(sc1)N\N=C\c1cc(O)c(OC)cc1,49.239101,3,4,4,17,38,2,6,24,17,69.876518,1.8388559,0,0,17,1,0,14,0,3,2,1,1.3107966,-2.2608242,-0.6266523,0.69448775,2.2255881,-2.2460515,-0.53179967,0.8137297,2.4114182,-1.9718925,-0.46838221,0.92550725,2.5544715,21.900898,5,0.1923077,17,40,1,26,2,5,0.1923077,22,0,16.940947,14.30468,9.6961527,11.405413,11.652199,8.2881756,4.3867512,6.2491498,0.82137078,16,-0.79001236,-0.41308683,0.082643777,2.2909179,-0.91388845,-0.29177836,0.20266981,2.4697158,-0.48343855,-0.21196058,0.33164343,2.6223567,18.781065,9.087347,5.25,15.103619,7.2342114,4.148952,4.5526156,5,2,1,0,6.9790001,-5.2961798,9.7839861,0,1,18,1,3,5,1,3.8099999,-3.8110001,1.7851259,-1.7851259,0.12179637,0.20012897,46.263321,71.050804,16.917038,28.379631,10.324173,0,0,53.436695,80.577621,0,3.8753545,15.103616,0,10.271297,0.89381582,0.48561808,0.075475745,0.10618421,0.51438189,0.030708466,300.50046,163.26459,25.374912,35.699085,172.93497,10.324173,0.5,1,3.8099999,-3.8110001,0.12125985,0.14825505,0.69332606,0.53125626,0.087002695,0.30667397,0.46874371,0.21967126,233.0959,178.60812,29.250267,103.10365,157.59143,73.853386,8,0,3,0.12125985,0.14825505,1,4.6237001,36.385113,34.673759,17.214357,0,3.185575,52.046875,3.5006065,145.26062,0,81.413933,9.8435497,0,69.833649,0,17.173038,24.331297,139.3183,0,123.02456,66.739998,0.43739632,5.7004399,3.7212784,8.8163786,336.19955,438.09323,17.607372,9.4210396,245.99843,33.466129,40.595333,359.83701,1642,33,122,0
O(C)c1cc(ccc1O)C(O)=O,22.622343,1,1,4,6,20,3,7,12,7,30.438562,1.5219281,0,0,8,0,0,8,0,0,4,0,2.4751153,-2.2523055,-0.6295625,0.6353969,2.2409468,-2.2484472,-0.55120444,0.7143724,2.4082565,-1.973097,-0.43213326,0.79768437,2.5301225,11.619656,2,0.16666667,6,20,1,12,2,2,0.16666667,13,0,9.1378279,6.4429746,4.7320509,5.4307213,5.6470656,3.251744,1.9880339,2.7996597,0.81383085,6,-0.78182781,-0.47450086,0.11564936,2.0933406,-0.887115,-0.37243524,0.15486878,2.2372293,-0.48336542,-0.23040129,0.22922972,2.3690827,10.083333,4.296875,2.4930749,7.4624853,3.0831981,1.7456119,1.9173599,4,2,1,0,1.266,-1.0427099,4.2000699,0,1,6,1,1,2,0,2.5639999,-2.5650001,1.3807554,-1.3807554,0.21098506,0.25874856,27.206198,25.592316,16.917038,0,20.648346,14.708499,0,36.764713,0,0,0,0,13.566921,18.038837,0.61392128,0.39419591,0.18222576,0.38607875,0.60580409,0.20385298,106.48026,68.370468,31.605757,66.962601,105.0724,35.356846,0.5,1,2.5639999,-2.5650001,0.24726988,0.25341129,0.46979508,0.39419591,0.18222576,0.53020489,0.60580409,0.34797916,81.482605,68.370468,31.605757,91.960258,105.0724,60.354504,3,0,1,0.24726988,0.25341129,0.083333336,1.099,36.385113,7.7454643,0,25.385227,27.047791,35.383869,0,52.929554,0,10.486856,4.1618099,23.862217,36.385113,25.385227,13.672431,0,52.929554,7.7454643,35.383869,66.760002,0.65002245,4.5849624,2.457655,6.8668957,173.44287,206.61295,2.503756,0,102.20949,14.708499,43.204517,168.14799,195,16,56,0
